category,line,selector,tokens,hits
"suspected-dead","2571",".stage-chain-graph","stage-chain-graph",""
"suspected-dead","2574",".stage-chain-board","stage-chain-board",""
"suspected-dead","2587",".stage-chain-track","stage-chain-track",""
"suspected-dead","2595",".stage-chain-item","stage-chain-item",""
"still-used","2603",".stage-graph-node.stage-chain-node","stage-graph-node stage-chain-node","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2618",".stage-graph-node.stage-chain-node:hover","stage-graph-node stage-chain-node","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2622",".stage-graph-node.stage-chain-node.is-selected","stage-graph-node stage-chain-node is-selected","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"suspected-dead","2627",".stage-chain-node-title","stage-chain-node-title",""
"suspected-dead","2635",".stage-chain-link","stage-chain-link",""
"still-used","2644",".value-stream-graph","value-stream-graph","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2647",".value-stream-scroll-wrap","value-stream-scroll-wrap","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2651",".value-stream-scroll","value-stream-scroll","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss"
"suspected-dead","2661",".value-stream-hscroll","value-stream-hscroll",""
"still-used","2672",".value-stream-matrix","value-stream-matrix","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss"
"still-used","2680",".value-stream-matrix.is-editing","value-stream-matrix is-editing","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2685",".value-stream-matrix.is-editing .value-stream-header-row, .value-stream-matrix.is-editing .value-stream-row","value-stream-matrix is-editing value-stream-header-row value-stream-row","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2690",".value-stream-header-row, .value-stream-row","value-stream-header-row value-stream-row","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2696",".value-stream-header-row","value-stream-header-row","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2700",".value-stream-row + .value-stream-row","value-stream-row","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2703",".value-stream-axis, .value-stream-header, .value-stream-lane, .value-stream-cell","value-stream-axis value-stream-header value-stream-lane value-stream-cell","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2710",".value-stream-axis, .value-stream-header","value-stream-axis value-stream-header","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2715",".value-stream-axis","value-stream-axis","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2722",".value-stream-header","value-stream-header","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2728",".value-stream-header.is-editing","value-stream-header is-editing","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2733",".value-stream-header strong","value-stream-header","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2738",".value-stream-header span","value-stream-header","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html"
"still-used","2743",".value-stream-lane","value-stream-lane","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2752",".value-stream-lane.is-editing","value-stream-lane is-editing","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2756",".value-stream-lane-badge, .value-stream-cell-status","value-stream-lane-badge value-stream-cell-status","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2771",".value-stream-lane strong","value-stream-lane","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2776",".value-stream-lane span:last-child","value-stream-lane","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2781",".value-stream-cell","value-stream-cell","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2789",".value-stream-cell.is-editing","value-stream-cell is-editing","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2793",".value-stream-cell.is-drag-target","value-stream-cell is-drag-target","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2797",".stage-drag-slot-overlay","stage-drag-slot-overlay","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2807",".value-stream-cell.retain-target","value-stream-cell retain-target","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2810",".value-stream-cell.smart-target","value-stream-cell smart-target","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2813",".value-stream-cell.retain-target .value-stream-cell-status","value-stream-cell retain-target value-stream-cell-status","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2818",".value-stream-cell.smart-target .value-stream-cell-status","value-stream-cell smart-target value-stream-cell-status","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2823",".value-stream-cell-text","value-stream-cell-text","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2828",".matrix-cell-actions","matrix-cell-actions","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2834",".matrix-mini-btn","matrix-mini-btn","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2847",".matrix-mini-btn:hover","matrix-mini-btn","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2851",".matrix-mini-btn[disabled]","matrix-mini-btn","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2855",".matrix-mini-btn.danger","matrix-mini-btn danger","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss; frontend-angular/src/app/legacy-shell/legacy-shell.component.html"
"still-used","2860",".matrix-inline-input","matrix-inline-input","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2871",".matrix-edit-field","matrix-edit-field","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2883",".matrix-field-caption","matrix-field-caption","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2891",".matrix-inline-input:focus","matrix-inline-input","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2894",".matrix-edit-field:focus-within","matrix-edit-field","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"suspected-dead","2898",".matrix-body-editors","matrix-body-editors",""
"still-used","2903",".value-stream-stage-board","value-stream-stage-board","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2908",".value-stream-cell.is-editing .value-stream-stage-board","value-stream-cell is-editing value-stream-stage-board","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2915",".stage-graph-node.stage-matrix-stage","stage-graph-node stage-matrix-stage","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2932",".stage-graph-node.stage-matrix-stage .stage-graph-node-title","stage-graph-node stage-matrix-stage stage-graph-node-title","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2940",".stage-graph-node.stage-matrix-stage .stage-name-inline-input","stage-graph-node stage-matrix-stage stage-name-inline-input","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2945",".stage-node-count","stage-node-count","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2963",".value-stream-cell.is-editing .stage-node-count","value-stream-cell is-editing stage-node-count","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2966",".stage-graph-node.stage-matrix-stage:hover","stage-graph-node stage-matrix-stage","frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2970",".stage-graph-node.stage-matrix-stage.is-selected","stage-graph-node stage-matrix-stage is-selected","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","2975",".matrix-stage-delete","matrix-stage-delete","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2991",".matrix-stage-delete:hover","matrix-stage-delete","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","2994",".matrix-stage-add","matrix-stage-add","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","3009",".matrix-stage-add:hover","matrix-stage-add","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"suspected-dead","3013",".value-stream-more","value-stream-more",""
"suspected-dead","3025",".stage-editor-section + .stage-editor-section","stage-editor-section",""
"suspected-dead","3028",".stage-editor-section-head","stage-editor-section-head",""
"suspected-dead","3035",".stage-editor-section-head h5","stage-editor-section-head",""
"suspected-dead","3039",".stage-link-list, .stage-member-list","stage-link-list stage-member-list",""
"suspected-dead","3045",".stage-link-row, .stage-member-chip, .stage-inline-row","stage-link-row stage-member-chip stage-inline-row",""
"suspected-dead","3053",".stage-link-row select, .stage-inline-row select","stage-link-row stage-inline-row",""
"suspected-dead","3057",".stage-member-chip","stage-member-chip",""
"suspected-dead","3064",".stage-link-row","stage-link-row",""
"suspected-dead","3070",".stage-link-row.is-related","stage-link-row is-related",""
"suspected-dead","3074",".stage-link-focus-note","stage-link-focus-note",""
"still-used","3088",".stage-link-focus-note.muted","stage-link-focus-note muted","frontend-angular/src/app/shared/layout/workbench-section.css; frontend-angular/src/app/workbenches/component/component-workbench.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html"
"suspected-dead","3094",".stage-member-label","stage-member-label",""
"still-used","3100",".stage-member-actions, .row-actions","stage-member-actions row-actions","frontend-angular/src/app/workbenches/knowledge/knowledge-workbench.html; frontend-angular/src/app/workbenches/knowledge/knowledge-workbench.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3106",".stage-quick-btn","stage-quick-btn","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","3122",".stage-quick-btn:hover","stage-quick-btn","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","3126",".stage-quick-btn[disabled]","stage-quick-btn","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"still-used","3133",".stage-quick-btn-text","stage-quick-btn-text","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html"
"still-used","3137",".stage-quick-btn.danger","stage-quick-btn danger","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss; frontend-angular/src/app/legacy-shell/legacy-shell.component.html"
"still-used","3144",".stage-quick-btn.danger:hover","stage-quick-btn danger","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss; frontend-angular/src/app/legacy-shell/legacy-shell.component.html"
"suspected-dead","3148",".stage-inline-row","stage-inline-row",""
"suspected-dead","3152",".stage-overview-editor-list","stage-overview-editor-list",""
"suspected-dead","3157",".stage-overview-editor-row","stage-overview-editor-row",""
"suspected-dead","3167",".stage-overview-editor-row.is-focused","stage-overview-editor-row is-focused",""
"suspected-dead","3171",".stage-overview-editor-row input","stage-overview-editor-row",""
"suspected-dead","3174",".stage-overview-editor-row select","stage-overview-editor-row",""
"suspected-dead","3178",".stage-overview-id-badge, .readonly-token","stage-overview-id-badge readonly-token",""
"still-used","3192",".stage-overview-row-actions","stage-overview-row-actions","frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"still-used","3198",".stage-overview-row-actions .stage-quick-btn","stage-overview-row-actions stage-quick-btn","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html"
"suspected-dead","3203",".panorama-table-editor","panorama-table-editor",""
"suspected-dead","3206",".panorama-config-block + .panorama-config-block","panorama-config-block",""
"suspected-dead","3209",".panorama-config-title","panorama-config-title",""
"suspected-dead","3219",".panorama-config-list","panorama-config-list",""
"suspected-dead","3224",".panorama-config-row, .panorama-cell-editor-row","panorama-config-row panorama-cell-editor-row",""
"suspected-dead","3234",".panorama-config-row","panorama-config-row",""
"suspected-dead","3237",".panorama-lane-editor-row","panorama-lane-editor-row",""
"suspected-dead","3240",".panorama-config-row input, .panorama-cell-editor-row input","panorama-config-row panorama-cell-editor-row",""
"suspected-dead","3244",".panorama-cell-editor-grid","panorama-cell-editor-grid",""
"suspected-dead","3249",".panorama-cell-editor-row","panorama-cell-editor-row",""
"suspected-dead","3252",".panorama-cell-coordinate","panorama-cell-coordinate",""
"still-used","3261",".stage-overview-row-actions .stage-quick-btn-text","stage-overview-row-actions stage-quick-btn-text","frontend-angular/src/app/workbenches/component/business-model/business-model-workbench.component.html; frontend-angular/src/app/workbenches/process/value-domain/value-domain-workbench.component.scss"
"suspected-dead","3264",".stage-link-arrow","stage-link-arrow",""
"suspected-dead","3268",".stage-tip","stage-tip",""
"still-used","3274",".stage-main-shell .diag-empty","stage-main-shell diag-empty","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","3277",".proc-subdrawer","proc-subdrawer",""
"still-used","3294",".proc-subdrawer.open","proc-subdrawer open","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.ts"
"suspected-dead","3299",".subdrawer-head","subdrawer-head",""
"suspected-dead","3309",".subdrawer-body","subdrawer-body",""
"legacy-compat-selector","3314",".subdrawer-toolbar","subdrawer-toolbar",""
"suspected-dead","3321",".orch-list","orch-list",""
"suspected-dead","3326",".orch-card","orch-card",""
"suspected-dead","3335",".asset-focus-flash","asset-focus-flash",""
"suspected-dead","3343",".orch-row","orch-row",""
"suspected-dead","3349",".orch-row + .orch-row","orch-row",""
"still-used","3352",".orch-row .step-del","orch-row step-del","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","3355",".orch-spacer","orch-spacer",""
"suspected-dead","3359",".node-summary-row","node-summary-row",""
"suspected-dead","3365",".node-summary-pill","node-summary-pill",""
"suspected-dead","3376",".repeat-toggle","repeat-toggle",""
"suspected-dead","3383",".repeat-toggle input","repeat-toggle",""
"suspected-dead","3384",".repeat-toggle:has(input:checked)","repeat-toggle",""
"suspected-dead","3385",".two-col","two-col",""
"suspected-dead","3388",".list-panel","list-panel",""
"suspected-dead","3392",".detail-panel","detail-panel",""
"suspected-dead","3393",".list-panel-header","list-panel-header",""
"suspected-dead","3398",".list-panel-body","list-panel-body",""
"suspected-dead","3399",".list-item","list-item",""
"suspected-dead","3403",".list-item:hover","list-item",""
"still-used","3404",".list-item.active","list-item active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","3405",".list-item-id","list-item-id",""
"suspected-dead","3406",".list-item-name","list-item-name",""
"suspected-dead","3407",".list-item-del","list-item-del",""
"suspected-dead","3411",".list-item:hover .list-item-del","list-item list-item-del",""
"suspected-dead","3412",".list-item-del:hover","list-item-del",""
"still-used","3413",".form-section","form-section","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"still-used","3416",".form-section h4","form-section","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"still-used","3421",".section-toolbar","section-toolbar","frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","3428",".section-toolbar h4","section-toolbar","frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"legacy-compat-selector","3434",".orch-toolbar-actions","orch-toolbar-actions",""
"legacy-compat-selector","3441",".orch-toolbar-actions select","orch-toolbar-actions",""
"suspected-dead","3451",".orch-reuse-block","orch-reuse-block",""
"suspected-dead","3461",".orch-block-head, .orch-compose-head","orch-block-head orch-compose-head",""
"suspected-dead","3468",".orch-block-head strong, .orch-compose-head strong","orch-block-head orch-compose-head",""
"suspected-dead","3474",".orch-block-head span, .orch-compose-head span","orch-block-head orch-compose-head",""
"suspected-dead","3484",".orch-compose-head","orch-compose-head",""
"suspected-dead","3487",".task-definition-node-actions","task-definition-node-actions",""
"suspected-dead","3495",".orch-reuse-panel","orch-reuse-panel",""
"suspected-dead","3503",".orch-reuse-panel select, .orch-reuse-panel input","orch-reuse-panel",""
"suspected-dead","3514",".orch-reuse-panel select:disabled, .orch-reuse-panel input:disabled","orch-reuse-panel",""
"suspected-dead","3519",".orch-reuse-more","orch-reuse-more",""
"still-used","3524",".section-count","section-count","frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","3536",".task-form-list","task-form-list",""
"still-used","3541",".task-form-card","task-form-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3547",".task-form-card-head, .task-form-section-head","task-form-card-head task-form-section-head","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3554",".task-form-index","task-form-index","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","3566",".task-form-entity-summary","task-form-entity-summary",""
"still-used","3574",".task-form-card input, .task-form-card select","task-form-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3586",".task-form-purpose","task-form-purpose","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3589",".task-form-sections","task-form-sections","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3595",".task-form-section-card","task-form-section-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3601",".task-form-section-head","task-form-section-head","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3604",".task-form-field-table-wrap","task-form-field-table-wrap","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3608",".task-form-field-table","task-form-field-table","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3615",".task-form-field-table th","task-form-field-table","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3621",".task-form-field-table td","task-form-field-table","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3625",".task-form-field-table textarea.auto-resize","task-form-field-table auto-resize","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3631",".task-form-field-table textarea.auto-resize:focus, .task-form-field-table textarea.auto-resize[style*=""height""]","task-form-field-table auto-resize","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3633",".task-form-required-cell, .task-form-action-cell","task-form-required-cell task-form-action-cell","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3640",".task-form-required-cell input","task-form-required-cell","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3646",".task-form-empty","task-form-empty","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3649",".task-form-section-add","task-form-section-add","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3652",".task-form-inline-actions","task-form-inline-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"still-used","3656",".task-form-inline-actions .step-del","task-form-inline-actions step-del","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","3659",".task-rule-actions","task-rule-actions",""
"suspected-dead","3666",".task-rule-list","task-rule-list",""
"suspected-dead","3671",".task-rule-card","task-rule-card",""
"suspected-dead","3680",".task-rule-head","task-rule-head",""
"suspected-dead","3686",".task-rule-head input","task-rule-head",""
"suspected-dead","3697",".task-rule-content","task-rule-content",""
"suspected-dead","3710",".task-rule-content:focus","task-rule-content",""
"suspected-dead","3714",".task-rule-content-preview","task-rule-content-preview",""
"still-used","3722",".task-rule-content-preview .btn","task-rule-content-preview btn","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","3725",".task-rule-empty-content","task-rule-empty-content",""
"suspected-dead","3729",".task-rule-content-actions","task-rule-content-actions",""
"suspected-dead","3736",".task-rule-draft-hint","task-rule-draft-hint",""
"suspected-dead","3742",".rich-text-field","rich-text-field",""
"legacy-compat-selector","3746",".rich-text-toolbar","rich-text-toolbar",""
"legacy-compat-selector","3762",".rich-text-field:focus-within .rich-text-toolbar, .rich-text-toolbar:hover","rich-text-field rich-text-toolbar",""
"suspected-dead","3767",".rich-text-btn","rich-text-btn",""
"suspected-dead","3779",".rich-text-btn:hover","rich-text-btn",""
"suspected-dead","3782",".rich-text-storage","rich-text-storage",""
"suspected-dead","3785",".rich-text-editor","rich-text-editor",""
"suspected-dead","3789",".rich-text-editor.step-note, .rich-text-editor.task-rule-content","rich-text-editor step-note task-rule-content",""
"suspected-dead","3793",".rich-text-editor:empty::before","rich-text-editor",""
"suspected-dead","3797",".rich-text-editor ul, .rich-text-editor ol, .rich-text-rendered ul, .rich-text-rendered ol","rich-text-editor rich-text-rendered",""
"suspected-dead","3804",".rich-text-editor ol, .rich-text-rendered ol","rich-text-editor rich-text-rendered",""
